fc_zscore_z16	fc_zscore_d15	grand_mean	gene
23.3115261599565	17.8722029240715	20.591864542014	SYT1
22.6529940844709	14.7773747598794	18.7151844221751	SNAP25
20.9343707234961	14.8928402386632	17.9136054810797	RTN1
17.2142637953704	15.8552407892496	16.53475229231	SYNPR
11.3525542064575	21.4087238711876	16.3806390388226	MEG3
19.2624248325366	12.9772918325686	16.1198583325526	VSNL1
23.7160516329212	7.10720087798125	15.4116262554512	CCK
17.5441815522688	13.1729291464466	15.3585553493577	GABRA1
17.370023429996	12.2928227873618	14.8314231086789	SCG2
16.3721015144244	12.7175425389458	14.5448220266851	GAD1
17.1639131758409	11.213563060746	14.1887381182935	STMN2
20.6158934542865	7.57464789077953	14.095270672533	UCHL1
13.2193749829352	14.1529582150541	13.6861665989947	GABRB2
9.46216541694844	16.3132112462378	12.8876883315931	CNTNAP2
17.0457296100159	6.61932988472432	11.8325297473701	CNR1
9.09484224934374	14.5107972561754	11.8028197527596	SCN2A
14.0438064563183	8.81632853818799	11.4300674972531	GABRG2
12.2888478771337	10.4268394532126	11.3578436651732	ATP1B1
8.02606884892481	14.1260974973744	11.0760831731496	MYT1L
8.90694929961554	13.122988382683	11.0149688411493	PNMA2
14.7399490653808	6.92166697269397	10.8308080190374	VIP
8.41216752740399	12.4496482324093	10.4309078799066	PCLO
10.0933726552535	10.2769054332672	10.1851390442603	SLC4A10
8.90776588635019	11.4106135156918	10.159189701021	NAP1L3
8.06544260493767	11.8976211743161	9.98153188962689	STXBP1
7.71504500563436	11.7799893322219	9.74751716892816	FGF12
11.2098623676434	8.09748496283312	9.65367366523826	BEX1
8.87977269478871	10.3539765852862	9.61687464003744	GRIK2
9.48771404540167	9.69451642400045	9.59111523470106	GABBR2
10.3638333961646	8.79927881257909	9.58155610437185	SCG5
15.184176926823	3.56043323147793	9.37230507915046	GAD2
9.43482314221843	8.55381443293934	8.99431878757888	NRIP3
15.8240599494215	1.79387901256498	8.80896948099326	TAC3
8.84057845887366	8.50131214007431	8.67094529947399	NAPB
9.54069120381199	7.77684073751533	8.65876597066366	ARL4C
8.30450171372995	8.84610910427521	8.57530540900258	PREPL
