fc_zscore_z16	fc_zscore_d15	grand_mean	gene
17.3972047157476	30.5798299940497	23.9885173548986	OLR1
18.2537630861212	24.2190879054574	21.2364254957893	GPR183
25.2275414835481	14.4847693869052	19.8561554352266	CCL4
20.2620197130276	15.9608772399681	18.1114484764978	RGS1
20.1093608319858	14.8327103679248	17.4710355999553	SPP1
10.6039032098577	21.7505514801598	16.1772273450087	MSR1
7.96142765391311	24.0513755733155	16.0064016136143	KLF6
17.302932903466	13.865471084416	15.584201993941	IL1B
11.7690297176819	18.6250327347902	15.1970312262361	A2M
13.4351374298668	14.7100554424613	14.072596436164	B3GNT5
21.4775404857909	6.55166838907967	14.0146044374353	CCL3
12.0151733716899	14.4223397494116	13.2187565605508	CD53
6.32689092257498	20.0355428932612	13.1812169079181	SOCS6
8.90008706701073	16.7155454675823	12.8078162672965	PTPRC
8.97241918118035	14.7083704612083	11.8403948211943	PLEK
4.44096078436456	19.1369721733795	11.788966478872	PLIN2
6.40683071635405	16.4288011601365	11.4178159382453	PABPC1
16.8486897635551	5.74386442111132	11.2962770923332	CD83
9.48276128297995	11.9673287116177	10.7250449972988	GPR34
4.72416486618688	16.2253195041003	10.4747421851436	CMTM6
6.82985870447179	13.9704721650086	10.4001654347402	NABP1
18.7303780722497	1.62092992213926	10.1756539971945	SRGN
10.3041150946608	9.92702466487531	10.1155698797681	HAVCR2
1.45847741958992	18.77022563136	10.114351525475	RAP2B
9.28683794599608	10.8712696495651	10.0790537977806	DHRS9
14.4869150713385	5.41683450463458	9.95187478798652	C3AR1
3.02540687004662	16.7717261547491	9.89856651239786	ZFP36L2
6.92219653884077	12.8387721374108	9.88048433812579	SLA
1.61875230893023	17.5520943952036	9.58542335206693	ROCK1
10.485901444631	8.6079743895495	9.54693791709026	IL1A
7.4744111105308	11.2081533925192	9.34128225152498	B4GALT1
12.6581119958279	5.65907334780321	9.15859267181558	FCER1G
1.08180597938837	16.8898714996483	8.98583873951834	TMED5
8.65804153053737	8.45717382540438	8.55760767797088	KCTD12
16.374839517333	0.0924296565925567	8.23363458696278	CH25H
0.357760753367105	16.0024392587309	8.18010000604899	TMX1
2.21565580174044	14.1199750780774	8.1678154399089	HNRNPH1
10.8351115102107	5.41649129473438	8.12580140247256	HLA-DRA
3.56884174934514	12.561665070993	8.06525341016907	ETF1
1.84648515658343	14.2576174412653	8.05205129892438	ANXA5
6.31068638503283	9.64352637523744	7.97710638013514	NEDD9
15.6685270015559	0.0924296565925567	7.88047832907422	CCL2
3.6395703538599	12.0673324890769	7.85345142146841	CDV3
2.48318220688245	13.1035780091269	7.79338010800468	ACTB
10.6142296376964	4.87976897321688	7.74699930545665	LAPTM5
2.08854244346093	13.3999072268152	7.74422483513808	MSN
10.058045881282	4.92537933626229	7.49171260877215	LCP1
-0.148895944924571	15.0628063212941	7.45695518818478	NHSL1
14.5109823789213	0.0924296565925567	7.30170601775693	SGK1
1.27380410983534	13.2589484171672	7.26637626350126	H3F3B
5.44909875174464	8.92569786127611	7.18739830651037	SCIN
14.0518007107483	0.0924296565925567	7.07211518367043	P2RY12
4.88444442171395	8.75538293718635	6.81991367945015	FGD4
4.88714128098807	8.68166659859206	6.78440393979007	CHSY1
3.8500073902341	9.6803100312549	6.7651587107445	ZCCHC6
9.17321254554456	4.10134744157683	6.6372799935607	TLR2
12.9925894803469	0.0924296565925567	6.54250956846974	CD74
5.71186109141606	7.22032632183425	6.46609370662516	MCL1
9.86739773130322	2.80781140888671	6.33760457009497	FPR1
12.4726517195546	0.0924296565925567	6.2825406880736	CXCL8
8.19141810850174	4.31051404770519	6.25096607810347	MPEG1
12.3018866864493	0.0924296565925567	6.19715817152094	SAT1
